21,3244,2923,-0.00024431681739961003,0.03366316112485954,0.01077842519072531
22,2156,1676,-0.00393585663950338,0.018942568692832333,0.010651533087834675
23,1841,941,-0.003600276807735952,-0.07974538672149191,0.012661020374219883
24,2018,813,-0.016571333042609753,-0.18203918596855623,0.013797096068654667
25,2310,785,-0.02357040753336971,-0.26984188981513596,0.01736067911751556
26,3056,2697,-0.029464912082859628,-0.37177666482507093,0.07367980286979645
27,1189,392,-0.01188231945395063,-0.3974943205020089,0.5576908681487831
28,1967,705,-0.04952102776376976,-0.3945726506824859,1.025844400713684
29,2282,615,-0.03294034970878082,-0.3867792056313,1.411514078969385
30,2571,831,-0.04572484257153089,-0.399328620277015,1.8349444883990653
31,3379,2820,-0.04496126419669482,-0.39314196609917545,2.1601070381559486
32,1445,568,0.006816932468074154,-0.4260550067781678,2.294950182284173
33,2138,989,0.04023429502654257,-0.47720011999091444,2.306347604445844
34,2364,776,0.10347192590042406,-0.5075338264305831,2.4359842790500372
35,2737,916,0.1280229533750499,-0.5581791265003437,2.5229449258971806
36,3485,3093,0.16317055481955595,-0.6291827011689026,2.539205850490905
37,1534,758,0.21711449262313873,-0.6810499431028814,2.5451692137554707
38,1954,823,0.23752878188807097,-0.7482121618772773,2.563606006854583
39,2333,841,0.2729003662699947,-0.7999374502781135,2.568379050536736
40,2431,702,0.3335160104493876,-0.9008681740587172,2.5829887809919696
41,2895,2562,0.3999428779632136,-0.984163342130767,2.586609489700051
42,1306,660,0.41844940375080564,-1.0558820687045778,2.600284842799364
43,1636,752,0.4383678580285115,-1.0984745012531976,2.612729341177616
44,1920,747,0.4830015076921079,-1.16859817385943,2.6199703142665847
45,2087,756,0.5012845214561513,-1.2433084518413535,2.632871209566068
46,2303,2054,0.5068151371041466,-1.2866897096304186,2.5529876273454923
47,933,365,0.5419592574215625,-1.3024091469682286,2.14731481508455
48,1290,580,0.5861587209249841,-1.3122711500082753,1.9333255358694617
49,1641,727,0.6403641417817492,-1.331080373705818,1.8591175258365267
50,1850,715,0.7172904678422224,-1.3393453159466824,1.7904637117878284
51,2298,2116,0.8089067098975411,-1.3543320112970152,1.7716765987687695
52,1081,633,0.9005687578653137,-1.368803125522097,1.7438198433087524
53,1103,373,0.9326749469132052,-1.3676841070779169,1.4693585479682998
54,1266,450,0.9628260000507419,-1.3703142970602993,1.0118281585188478
55,1607,545,0.9451650439924609,-1.3587458462846034,0.7230121519712395
56,1879,1664,0.9943112930559432,-1.262117717989374,0.647487531343544
57,887,522,1.0596583682700331,-1.2115815109988226,0.6193135664408612
58,1045,528,1.104296167198127,-1.1140343946357125,0.5864150193690993
59,1157,390,1.1488559089325845,-0.9811469398804548,0.5440900217699708
60,1327,459,1.2136840328801817,-0.9048953256428481,0.5216216997308919
61,1936,1654,1.241359458911978,-0.8654701405855466,0.5079256872608797
62,868,416,1.306222837328278,-0.7567046712350666,0.47696483747458607
63,1151,474,1.3336730456915535,-0.6806511190380948,0.46441693612869256
